Submission No,Abstract Title,Primary Category Parent Category,Primary Category,Secondary Category Parent Category,Secondary Category,Speaker ID,First Name,Last Name,session
2630,"Multisite Test-Retest Reliability and Compatibility of FreeSurfer Versions 5.3, 6.0, and 7.1",Modeling and Analysis Methods,Segmentation and Parcellation,Neuroinformatics and Data Sharing,Brain Atlases,7491,Elizabeth,Haddad,Neuroinformatics and Data Sharing
2067,Multivariate association between neural activation during reward processing and psychopathology,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Modeling and Analysis Methods,Modeling and Analysis - Activation,5005,Yara,Toenders,Disorders of the Nervous System - Psychiatric
1978,Multivariate characterization of cortical thickness covariance patterns in autism spectrum disorder,Modeling and Analysis Methods,Modeling and Analysis - Multivariate approaches,Disorders of the Nervous System,Disorders of the Nervous System - Neurodevelopmental/Early Life,4684,Justine,Ziolkowski,Modeling and Analysis - Multivariate approaches
2035,Neural arbitrator dysfunction forming excessive habitual actions in obsessive-compulsive disorder,Higher Cognitive Functions,"Executive Function, Cognitive Control and Decision Making",Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,4864,Taekwan,Kim,Higher Cognitive Functions
1611,Neural basis of learning-related metacognition: Task-induced changes in resting state networks.,Higher Cognitive Functions,Higher Cognitive Functions Other,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,3248,Valentine,Chirokoff,Higher Cognitive Functions
1320,Neural connectome encodes the risk of post-traumatic stress disorder (PTSD) in the COVID-19 pandemic,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Modeling and Analysis Methods,Classification and Predictive Modeling,2220,Zhiyi,Chen,Disorders of the Nervous System - Psychiatric
2539,Neural correlates of polygenic risk for cannabis use and cannabis use disorder,Genetics,Genetics Other,Novel Imaging Acquisition Methods,Diffusion MRI ,7188,Renata,Cupertino,Genetics
2254,Neural predictors of anxiety and depression outcomes associated with the COVID-19 pandemic in childr,Disorders of the Nervous System,Disorders of the Nervous System - Neurodevelopmental/Early Life,Novel Imaging Acquisition Methods,Imaging Methods Other,5876,Celia,Romero,Disorders of the Nervous System - Neurodevelopmental/Early Life
2524,Neural responses of illusory surface brightness perception at 7T fMRI,"Perception, Attention and Motor Behavior",Perception: Visual,Modeling and Analysis Methods,Modeling and Analysis - Activation,4539,Yawen,Wang,"Perception, Attention and Motor Behavior"
1685,Neural source modeling prevents removal of neural activity during confound regression with fMRI.,Modeling and Analysis Methods,Exploratory Modeling and Artifact Removal,Modeling and Analysis Methods,Methods Development,3576,Gabriel,Desrosiers-Gregoire,Modeling and Analysis - Activation
2266,Neural tracking of continuous speech is associated with the degree of hearing loss in older adults,Language,Speech Perception ,Lifespan Development,Aging ,5911,Raffael,Schmitt,Language
2658,"Neuropredictome: a data-driven predictome for cognitive, psychiatric, medical, and lifestyle factors",Modeling and Analysis Methods,Classification and Predictive Modeling,Modeling and Analysis Methods,Methods Development,7603,Syed,Sultan,Software Demonstrations
1951,Obesity genetic risk is related to weight gain via structural changes in the frontoparietal network,Lifespan Development,"Early life, Adolescence, Aging",Genetics,Genetics Other,1429,Filip,Morys,Lifespan Development
2509,Optimizing Modulation Frequency for Frequency Domain High-Density Diffuse Optical Tomography,Novel Imaging Acquisition Methods,NIRS,Novel Imaging Acquisition Methods,Imaging Methods Other,7059,Weihao,Fan,Software Demonstrations
1395,Paired Associative Stimulation and Modulation of Sensorimotor Oscillations after Spinal Cord Injury,Novel Imaging Acquisition Methods,MEG ,Brain Stimulation,TMS,1400,Jukka,Vanhanen,Novel Imaging Acquisition Methods
2098,Polygenic Prediction of Subcortical Volumes and Cross-ancestry Validation,Genetics,Genetics Other,Neuroanatomy,Subcortical Structures,4929,Adrian,Campos,Genetics
2089,Post-traumatic complaints and resting-state connectivity in elderly with mild traumatic brain injury,Lifespan Development,Aging ,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,3365,Mayra,Bittencourt-Villalpando,Lifespan Development
1573,Precise patterns of reliability in functional brain networks,Novel Imaging Acquisition Methods,BOLD fMRI ,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,3106,Shefali,Rai,Novel Imaging Acquisition Methods
1890,Predicting Psychopathology Factor from Functional Connectivity via Neural Networks,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,4407,Jinwoo,Hong,Disorders of the Nervous System - Psychiatric
1942,Probing Cerebello-cerebral Resting State Functional Connectivity in Mild Cognitive Impairment,Disorders of the Nervous System,Disorders of the Nervous System - Neurodegenerative/Late Life,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,4575,Sheeba,Anteraper,Disorders of the Nervous System - Neurodegenerative/Late Life
1442,Problem complexity modulates brain responses of mental arithmetic in female but not in male,Higher Cognitive Functions,Reasoning and Problem Solving ,Learning and Memory,Learning and Memory Other,2625,Nai-Feng,Chen,Higher Cognitive Functions
2405,Putting pipeline implementation-related variation into perspective for functional connectomics,Modeling and Analysis Methods,Methods Development,Neuroinformatics and Data Sharing,Workflows,2528,Michael,Milham,Neuroinformatics and Data Sharing
2624,Quantitative MR Relaxometry of Brain Microstructure Alterations in Asymptomatic Alzheimer's Disease,Disorders of the Nervous System,Disorders of the Nervous System - Neurodegenerative/Late Life,Neuroanatomy,Subcortical Structures,5886,Qixiang,Lin,Disorders of the Nervous System - Neurodegenerative/Late Life
1377,Real-time fMRI Neurofeedback Training of the Supplementary Motor Area in Patients with Tic Disorders,Disorders of the Nervous System,Disorders of the Nervous System - Neurodevelopmental/Early Life,Modeling and Analysis Methods,Modeling and Analysis - Activation,1604,Linda,Orth,Disorders of the Nervous System - Neurodevelopmental/Early Life
1587,Reduced Functional Connectivity after Non-invasive Vagus Nerve Stimulation in Chronic Pancreatitis,Novel Imaging Acquisition Methods,BOLD fMRI ,"Perception, Attention and Motor Behavior",Perception: Pain and Visceral  ,1399,Tine,Hansen,Novel Imaging Acquisition Methods
2261,Repetitive Transcranial Magnetic Stimulation Alters Variability in Brain Function in Schizophrenia,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Modeling and Analysis Methods,Modeling and Analysis - Activation,5860,Christin,Schifani,Disorders of the Nervous System - Psychiatric
2605,Representational Similarity Between Brain and DCNNs in High-Dimensional Face Space,Modeling and Analysis Methods,Modeling and Analysis - Multivariate approaches,"Perception, Attention and Motor Behavior",Perception: Visual,2344,JIAHUI,GUO,Modeling and Analysis - Multivariate approaches
1821,"Respiratory function modulated during execution, observation, and imagination of walking via SII",Motor Behavior,Mirror System,Novel Imaging Acquisition Methods,BOLD fMRI ,3057,Antonello,Pellicano,"Perception, Attention and Motor Behavior"
1485,Resting State Fast Brain Dynamics Reflect Motor Performance but Not Learning-Related Plasticity,Learning and Memory,Skill Learning,Novel Imaging Acquisition Methods,MEG ,2405,Liliia,Roshchupkina,Learning and Memory
2546,Resting State fMRI Speech Network Connectivity in Children with and without Listening Difficulties,Language,Speech Perception ,Disorders of the Nervous System,Disorders of the Nervous System - Neurodevelopmental/Early Life,7240,Julia,Hoyda,Language
1521,Resting-state functional MRI signal fluctuations  are correlated with brain amyloid-Î² deposition,Disorders of the Nervous System,Disorders of the Nervous System - Neurodegenerative/Late Life,Modeling and Analysis Methods,Task-Independent and Resting-State Analysis,2913,Norman,Scheel,Disorders of the Nervous System - Neurodegenerative/Late Life
2592,Resting-State Network Properties Reflect Adolescent Psychiatric Symptoms and Immune Activity,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Modeling and Analysis Methods,Task-Independent and Resting-State Analysis,7374,Benjamin,Ely,Disorders of the Nervous System - Psychiatric
1824,Selecting an Optimal Realtime fMRI Neurofeedback Signal Source for Alcohol Craving Treatment,Higher Cognitive Functions,"Executive Function, Cognitive Control and Decision Making",Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,2992,Reza,Momenan,Higher Cognitive Functions
1999,Sex Difference in the Resting-state Functional Connectivity depend on Brain Types,Disorders of the Nervous System,Disorders of the Nervous System - Neurodevelopmental/Early Life,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,1237,Megumi,Matsuda,Disorders of the Nervous System - Neurodevelopmental/Early Life
2547,Signatures of criticality in simple models of neural timeseries,Modeling and Analysis Methods,EEG/MEG Modeling and Analysis,Modeling and Analysis Methods,Methods Development,2520,Aditya,Nanda,Modeling and Analysis - Activation
1400,Silent multi-echo fMRI at sub-second resolution using Extreme Coherence-Resolved Looping Star,Modeling and Analysis Methods,Methods Development,Novel Imaging Acquisition Methods,BOLD fMRI ,2462,Nikou,Damestani,Novel Imaging Acquisition Methods
2033,Simultaneously acquired EEG and fMRI BOLD signals reflecting Spatiotemporal features of Mindfulness,Novel Imaging Acquisition Methods,Multi-Modal Imaging  ,Novel Imaging Acquisition Methods,EEG ,1311,JaeEon,Kang,Novel Imaging Acquisition Methods
1731,Smooth graph learning for functional connectivity estimation,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,Modeling and Analysis Methods,Methods Development,3805,Siyuan,Gao,Modeling and Analysis - Activation
1465,Spatiotemporal Specificity of TMS-evoked Potentials versus Sensory Evoked Potentials,Novel Imaging Acquisition Methods,EEG ,Brain Stimulation,TMS,3674,Matteo,Fecchio,Novel Imaging Acquisition Methods
2221,Stimulus-specific biases in population receptive field mapping,"Perception, Attention and Motor Behavior",Perception: Visual,Modeling and Analysis Methods,Methods Development,5674,Michael,Woletz,"Perception, Attention and Motor Behavior"
1659,Stroke-related alterations in inter-areal communication revealed via Granger causality analysis,Disorders of the Nervous System,Disorders of the Nervous System - Neurodegenerative/Late Life,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,3467,Allegra,Michele,Disorders of the Nervous System - Neurodegenerative/Late Life
1456,Structural covariance and heritability of the optic tract and primary visual cortex in living human,"Perception, Attention and Motor Behavior",Perception: Visual,Neuroanatomy,Anatomy and Functional Systems,2155,Toshikazu,Miyata,"Perception, Attention and Motor Behavior"
2214,Structural covariance in the sub-acute and chronic stages after pediatric traumatic brain injury,Disorders of the Nervous System,Disorders of the Nervous System - Neurodevelopmental/Early Life,Novel Imaging Acquisition Methods,Anatomical MRI ,5624,Carola,Tuerk,Disorders of the Nervous System - Neurodevelopmental/Early Life
2175,Structural networks underlying tremor in Parkinsonâ€™s disease.,Disorders of the Nervous System,Disorders of the Nervous System - Neurodegenerative/Late Life,Novel Imaging Acquisition Methods,Diffusion MRI ,5458,KristÃ­na,BurdovÃ¡,Disorders of the Nervous System - Neurodegenerative/Late Life
1449,Structure-Function Dissociations of Hippocampal Subfield Viscoelasticity and Memory Performance,Learning and Memory,Long-Term Memory (Episodic and Semantic),Novel Imaging Acquisition Methods,Imaging Methods Other,1336,Peyton,Delgorio,Learning and Memory
1991,Structure-function substrates of spatial memory in medial and lateral temporal cortices,Modeling and Analysis Methods,Modeling and Analysis - Activation,Learning and Memory,Learning and Memory Other,4683,Shahin,Tavakol,Modeling and Analysis - Activation
1197,Study on brain connectivity with functional near-infrared spectroscopy,Novel Imaging Acquisition Methods,NIRS,Language,Language Comprehension and Semantics,1692,Yi Hua,Huang,Software Demonstrations
1172,Subcortical Gray Matter Volume Varies with the Trajectory of Adolescent Substance Use,Neuroanatomy,Subcortical Structures,Lifespan Development,"Early life, Adolescence, Aging",1317,Juliann,Purcell,Neuroanatomy
